City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,wynyard,-41.0,145.7167,15.94,71,100,2.39,AU,1702190462
362,poltavka,54.3663,71.7632,-25.58,96,96,2.24,RU,1702190462
363,loango,-4.6719,11.8312,27.44,74,97,1.66,CG,1702190462
364,arroyo,41.6096,-4.7969,13.45,78,40,4.12,ES,1702190462
365,ilebo,-4.3167,20.5833,25.83,74,99,0.93,CD,1702190462
366,gamba,-2.65,10.0,27.31,81,83,3.45,GA,1702190462
367,calvi,42.5,8.8333,11.35,62,20,5.66,FR,1702190462
368,mbanza kongo,-6.267,14.2401,24.37,83,65,1.35,AO,1702190463
369,borodulikha,50.7184,80.9295,-20.72,79,13,2.46,KZ,1702190463
370,port lincoln,-34.7333,135.8667,13.47,92,100,9.77,AU,1702190178
371,santa vitoria,-18.8386,-50.1214,24.09,69,0,1.92,BR,1702190463
372,jamiltepec,16.2833,-97.8167,21.24,78,100,1.37,MX,1702190463
373,puerto boyaca,5.9758,-74.5885,22.7,97,68,0.86,CO,1702190414
374,cockburn town,21.4612,-71.1419,26.39,76,100,11.83,TC,1702190435
375,barakani,-12.1356,44.4317,28.17,76,88,4.8,KM,1702190463
376,sawakin,19.1059,37.3321,28.12,69,35,3.86,SD,1702190463
377,hiratacho,35.4333,132.8167,19.01,72,40,3.6,JP,1702190464
378,medeiros neto,-17.3739,-40.2206,21.94,94,100,2.62,BR,1702190464
379,alfredo v. bonfil,21.0833,-86.85,25.97,83,0,2.57,MX,1702190464
380,sakaiminato,35.55,133.2333,18.99,77,75,5.14,JP,1702190464
381,borogontsy,62.6683,131.1683,-35.59,98,100,2.91,RU,1702190464
382,hasaki,35.7333,140.8333,19.22,55,5,1.54,JP,1702190464
383,ringkobing,56.0901,8.244,2.79,97,100,10.29,DK,1702190464
384,stettler,52.3168,-112.7186,-9.58,97,100,0.51,CA,1702190465
385,darnah,32.767,22.6367,15.94,60,97,4.64,LY,1702190465
386,menaka,15.9182,2.4022,21.27,16,100,4.31,ML,1702190465
387,glendive,47.1053,-104.7125,-4.02,93,0,4.12,US,1702190465
388,el bauga,18.262,33.9081,25.91,25,31,2.38,SD,1702190465
389,hamilton,39.1834,-84.5333,7.74,90,0,4.02,US,1702189962
390,guerrero negro,27.9769,-114.0611,17.73,42,0,0.52,MX,1702190381
391,freetown,8.484,-13.2299,25.84,94,40,1.54,SL,1702190465
392,katsuura,35.1333,140.3,15.97,60,3,0.98,JP,1702190465
393,plastun,44.7561,136.2939,-12.83,53,1,6.65,RU,1702190466
394,lijiang,26.8688,100.2207,15.32,32,0,3.29,CN,1702190313
395,luderitz,-26.6481,15.1594,20.47,48,0,10.76,NA,1702190466
396,bangkalan,-7.0455,112.7351,30.97,67,100,3.23,ID,1702190333
397,tranqueras,-31.2,-55.75,12.9,98,9,1.99,UY,1702190466
398,side,36.7667,31.3885,15.22,63,100,1.59,TR,1702190466
399,yung shue wan,22.2333,114.1167,27.68,86,47,6.51,HK,1702190466
400,ruangwa,-10.0667,38.9333,28.38,67,42,2.0,TZ,1702190466
401,suntar,62.1444,117.6319,-26.94,93,100,3.62,RU,1702190467
402,killingly center,41.8387,-71.8692,9.16,93,97,1.54,US,1702190467
403,hotan,37.0997,79.9269,12.76,10,9,3.47,CN,1702190467
404,bantilan,14.7519,121.6656,28.22,77,10,5.88,PH,1702190467
405,yamada,39.4667,141.95,9.77,66,14,3.21,JP,1702190467
406,amahai,-3.3333,128.9167,28.16,74,100,0.92,ID,1702190467
407,larroque,-33.036,-59.0013,14.92,79,0,1.95,AR,1702190467
408,birjand,32.8663,59.2211,13.26,21,0,2.06,IR,1702190467
409,navashino,55.5292,42.2003,-12.36,91,100,4.85,RU,1702190468
410,valentin gomez farias,28.2167,-106.5833,4.36,28,0,2.25,MX,1702190468
411,novyy urengoy,66.0833,76.6333,-37.86,100,27,1.46,RU,1702190468
412,susangerd,31.5608,48.1831,22.5,43,17,1.41,IR,1702190468
413,kemijarvi,66.7131,27.4306,-12.08,94,100,3.22,FI,1702190468
414,kalawit,8.0667,122.5167,28.4,80,99,4.94,PH,1702190468
415,cidreira,-30.1811,-50.2056,20.1,83,99,8.36,BR,1702190468
416,wajir,1.7471,40.0573,26.98,78,40,3.6,KE,1702190468
417,grand rapids,42.9634,-85.6681,4.5,75,100,9.26,US,1702190414
418,hilo,19.7297,-155.09,23.49,95,75,2.06,US,1702190300
419,colonia,50.9333,6.95,11.01,68,100,10.8,DE,1702190382
420,peskovka,59.0448,52.3606,-27.58,99,29,0.85,RU,1702190469
421,yelizovo,53.1873,158.3805,2.08,83,100,7.15,RU,1702190469
422,mount isa,-20.7333,139.5,39.87,20,100,3.6,AU,1702190469
423,richboro,40.2151,-75.0107,10.62,89,40,2.06,US,1702190469
424,nagqu,31.5,92.0,-2.31,20,0,4.52,CN,1702190469
425,al bayda',32.7627,21.7551,11.95,65,92,4.08,LY,1702190470
426,arish,31.1316,33.7984,12.1,76,0,1.03,EG,1702190470
427,bambanglipuro,-7.95,110.2833,29.39,65,65,4.94,ID,1702190470
428,nishinoomote,30.7333,131.0,22.31,60,40,4.63,JP,1702190470
429,gadzhiyevo,69.2551,33.3362,-14.45,95,100,7.05,RU,1702190470
430,basna,21.2833,82.8167,25.31,45,0,0.25,IN,1702190470
431,al marsa,36.8782,10.3247,13.94,82,20,3.6,TN,1702190470
432,villa bruzual,9.3328,-69.1208,23.69,89,85,1.06,VE,1702190471
433,springbok,-29.6643,17.8865,16.32,51,0,5.66,ZA,1702190471
434,prineville,44.2999,-120.8345,7.84,59,100,2.06,US,1702190471
435,nsanje,-16.92,35.262,38.25,32,6,1.6,MW,1702190471
436,kiunga,-6.1219,141.2906,27.06,95,84,1.14,PG,1702190471
437,nelson bay,-32.7167,152.15,28.03,77,0,12.07,AU,1702190471
438,butembo,0.15,29.2833,18.06,89,71,0.33,CD,1702190471
439,mutuali,-14.8706,37.0044,30.96,44,8,3.01,MZ,1702190471
440,grand falls-windsor,48.9332,-55.6649,-0.28,81,6,1.27,CA,1702190472
441,thaton,16.9206,97.3714,29.63,69,85,2.89,MM,1702190472
442,ribas do rio pardo,-20.4431,-53.7592,23.51,87,0,1.57,BR,1702190252
443,island harbour,50.724,-1.2758,11.07,88,100,2.24,GB,1702190472
444,zhezqazghan,47.7833,67.7667,-18.68,65,20,3.0,KZ,1702190472
445,shahrud,36.4182,54.9763,9.88,41,5,2.08,IR,1702190472
446,westport,41.1415,-73.3579,10.01,90,100,0.0,US,1702190472
447,vernon,50.2581,-119.2691,1.45,89,100,2.57,CA,1702190417
448,piti village,13.4626,144.6933,31.49,77,40,7.2,GU,1702190472
449,patterson,37.4716,-121.1297,10.13,48,37,0.85,US,1702190473
450,bamboo flat,11.7,92.7167,30.05,74,40,3.6,IN,1702190473
451,spring creek,40.7266,-115.5859,-3.17,48,99,1.79,US,1702190473
452,erenhot,43.6475,111.9767,-9.17,30,100,7.92,CN,1702190473
453,yacuiba,-22.038,-63.6797,23.62,79,100,3.32,BO,1702190473
454,coron,11.9986,120.2043,30.53,59,60,1.67,PH,1702190473
455,malango,-2.9627,119.9001,24.46,90,100,0.36,ID,1702190473
456,broome,42.2506,-75.833,8.9,86,20,4.12,US,1702190473
457,ashland,40.8167,-82.2665,8.98,93,100,5.16,US,1702190473
458,stornoway,58.2093,-6.3865,8.98,94,75,7.72,GB,1702190474
459,qui nhon,13.7667,109.2333,26.54,73,20,2.4,VN,1702190474
460,statesboro,32.4488,-81.7832,17.89,95,0,2.06,US,1702190474
461,abu dhabi,24.4667,54.3667,26.08,100,0,2.06,AE,1702190474
462,laguna,38.421,-121.4238,9.41,88,0,0.0,US,1702190474
463,satun,6.8333,100.0,30.0,78,56,1.55,TH,1702190474
464,paradise point,-27.8863,153.3957,28.01,68,46,2.24,AU,1702190474
465,gutao,37.2025,112.1781,0.5,82,100,6.8,CN,1702190475
466,ola,59.5833,151.2833,-3.25,79,100,11.01,RU,1702190475
467,adigrat,14.277,39.462,15.49,57,44,1.13,ET,1702190475
468,howard springs,-12.497,131.047,35.55,64,100,4.02,AU,1702190475
469,fonte boa,-2.4959,-66.2662,23.19,99,76,0.3,BR,1702190475
470,frontera,26.9333,-101.45,13.27,30,0,1.79,MX,1702190475
471,kostomuksha,64.571,30.5767,-12.2,94,100,4.02,RU,1702190475
472,callao,-12.0667,-77.15,21.51,77,0,2.57,PE,1702190475
473,magadan,59.5667,150.8,-3.59,81,100,11.03,RU,1702190476
474,alice springs,-23.7,133.8833,15.75,67,100,7.72,AU,1702190476
475,eastham,41.8301,-69.9739,8.33,83,20,0.89,US,1702190476
476,tonnay-charente,45.95,-0.9,10.98,95,100,4.53,FR,1702190476
477,bijapur,16.8333,75.7,27.57,43,15,3.64,IN,1702190476
478,riasi,33.0833,74.8333,22.29,16,0,1.37,IN,1702190476
479,gornopravdinsk,60.05,69.9,-30.28,89,14,2.54,RU,1702190476
480,nizhniy kuranakh,58.8353,125.4869,-29.53,95,100,3.0,RU,1702190476
481,rodolfo sanchez taboada,31.7167,-116.5667,12.28,31,4,2.24,MX,1702190214
482,villa yapacani,-17.4,-63.8333,23.94,80,98,1.46,BO,1702190477
483,laramie,41.3114,-105.5911,-6.14,52,0,8.75,US,1702190185
484,tianchang,37.9981,114.0156,-0.68,76,100,2.99,CN,1702190477
485,karratha,-20.7377,116.8463,35.05,23,0,7.25,AU,1702190477
486,pontes e lacerda,-15.2261,-59.3353,24.12,76,67,0.89,BR,1702190477
487,mount gambier,-37.8333,140.7667,14.45,70,100,6.49,AU,1702190477
488,saeby,57.3319,10.5225,3.31,91,100,11.35,DK,1702190478
489,mansa,29.9833,75.3833,23.88,15,0,3.89,IN,1702190478
490,muborak,39.2553,65.1528,10.53,48,100,3.38,UZ,1702190478
491,whakatane,-37.9585,176.9854,20.28,84,99,1.23,NZ,1702190478
492,mahanoro,-19.9,48.8,29.61,64,58,2.79,MG,1702190478
493,wagar,16.1525,36.2032,28.6,43,26,2.15,SD,1702190478
494,capesterre-belle-eau,16.0432,-61.566,25.65,67,1,7.6,GP,1702190478
495,huarmey,-10.0681,-78.1522,19.49,89,100,2.7,PE,1702190479
496,muynoq,43.7683,59.0214,-0.92,28,100,8.46,UZ,1702190479
497,kabwe,-14.4469,28.4464,29.48,41,19,2.16,ZM,1702190479
498,kasane,-17.8167,25.15,23.05,88,40,4.12,BW,1702190479
499,argo,37.6333,22.7333,7.1,64,99,0.71,GR,1702190480
500,rio preto da eva,-2.6994,-59.6997,23.57,93,100,0.52,BR,1702190480
501,turpan,42.9333,89.1667,4.7,61,55,1.43,CN,1702190480
502,mhamid,29.82,-5.72,14.58,45,0,1.66,MA,1702190480
503,kencong,-8.2833,113.3667,30.43,60,92,4.68,ID,1702190481
504,sake,-1.5736,29.045,21.78,84,100,0.35,CD,1702190481
505,nkove,-7.95,30.85,24.79,77,90,1.37,TZ,1702190481
506,rongelap,11.1635,166.8941,27.73,77,38,7.28,MH,1702190481
507,labytnangi,66.6572,66.4183,-29.36,100,50,1.61,RU,1702190481
508,molchanovo,57.5817,83.7692,-25.19,91,100,1.94,RU,1702190481
509,tuyum,9.9769,122.5582,28.71,73,100,5.59,PH,1702190482
510,broken hill,-31.95,141.4333,39.5,11,100,11.41,AU,1702190482
511,isla vista,34.4133,-119.861,16.01,50,0,0.0,US,1702190482
512,belmonte,-15.8631,-38.8828,23.95,87,21,1.02,BR,1702190483
513,hays,30.0502,-98.0336,10.48,48,0,4.92,US,1702190483
514,carutapera,-1.195,-46.02,26.11,85,96,2.74,BR,1702190483
515,kerikeri,-35.2268,173.9474,21.06,76,82,2.63,NZ,1702190483
516,oppdal,62.5943,9.6912,-7.65,87,100,4.49,NO,1702190346
517,ketchikan,55.3422,-131.6461,6.99,87,75,5.66,US,1702190484
518,pontianak,-0.0333,109.3333,28.99,79,75,5.14,ID,1702190484
519,sakakah,29.9697,40.2064,13.76,42,56,4.54,SA,1702190484
520,salahonda,2.1019,-78.7217,26.53,85,42,4.03,CO,1702190484
521,sao jose da coroa grande,-8.8978,-35.1478,26.26,66,100,4.21,BR,1702190484
522,san andres,12.5847,-81.7006,28.01,83,40,4.63,CO,1702190484
523,gamboula,4.1178,15.1393,23.43,70,100,0.69,CF,1702190485
524,gelnica,48.8558,20.9371,-0.38,97,100,1.97,SK,1702190485
525,morant bay,17.8815,-76.4093,26.79,84,7,3.89,JM,1702190485
526,gaspe,48.8334,-64.4819,-0.05,93,75,1.03,CA,1702190485
527,urangan,-25.3,152.9,25.11,66,48,8.88,AU,1702190485
528,constantia,44.1833,28.65,-1.62,80,18,1.03,RO,1702190485
529,formosa,-26.1775,-58.1781,22.99,98,100,3.6,AR,1702190486
530,acapulco de juarez,16.8634,-99.8901,25.9,89,75,1.03,MX,1702190396
531,inhambane,-23.865,35.3833,28.99,74,40,2.57,MZ,1702190486
532,krasnovishersk,60.4078,57.082,-27.55,95,14,0.6,RU,1702190486
533,katsuren-haebaru,26.3369,127.8719,26.43,58,40,5.14,JP,1702190486
534,tindouf,27.6711,-8.1474,13.25,41,0,2.06,DZ,1702190486
535,monaghan,54.25,-6.9667,5.87,96,100,4.5,IE,1702190486
536,laojunmiao,39.8333,97.7333,-1.55,34,91,1.61,CN,1702190487
537,olivenza,38.6832,-7.103,12.95,95,18,1.08,ES,1702190487
538,tanumah,27.1,44.1333,21.92,21,19,3.16,SA,1702190487
539,vila velha,-20.3297,-40.2925,22.97,87,40,3.09,BR,1702190487
540,afega,-13.7973,-171.8531,26.0,94,75,4.12,WS,1702190487
541,ouadda,8.0777,22.4007,27.82,27,99,1.04,CF,1702190487
542,dauphin,51.1494,-100.0502,-6.92,86,0,5.66,CA,1702190487
543,noumea,-22.2763,166.4572,26.99,63,100,7.84,NC,1702189950
544,charleston,32.7766,-79.9309,19.01,98,40,3.6,US,1702190456
545,margate,51.3813,1.3862,8.26,79,97,5.36,GB,1702190488
546,koungou,-12.7336,45.2042,30.84,74,20,5.14,YT,1702190488
547,santarem,-2.4431,-54.7083,25.07,94,20,1.03,BR,1702190488
548,contamana,-7.3333,-75.0167,22.75,92,86,0.45,PE,1702190488
549,antalaha,-14.9003,50.2788,28.64,70,93,3.24,MG,1702190488
550,langsa,4.4683,97.9683,30.82,64,97,2.56,ID,1702190488
551,kalmunai,7.4167,81.8167,28.75,73,87,3.52,LK,1702190488
552,sabzevar,36.2126,57.6819,9.6,50,0,4.12,IR,1702190488
553,montanha,-18.1269,-40.3633,21.77,92,100,3.92,BR,1702190489
554,crucecita,-28.95,-58.9833,17.08,83,16,2.56,AR,1702190489
555,leava,-14.3,-178.1667,28.09,75,53,2.92,WF,1702190489
556,pierre,44.3683,-100.351,-2.49,85,0,4.63,US,1702190489
557,ta`u,-14.2336,-169.5144,27.21,82,100,5.47,AS,1702190489
558,kuhmo,64.1333,29.5167,-12.46,93,100,3.71,FI,1702190489
559,xilin hot,43.9667,116.0333,-14.41,64,100,3.45,CN,1702190489
560,salalah,17.0151,54.0924,28.05,32,0,4.63,OM,1702190489
561,tucuma,-0.1833,-50.05,25.75,85,99,2.61,BR,1702190489
562,pathein,16.7833,94.7333,30.29,58,76,4.73,MM,1702190490
563,panghyon-dong,39.8872,125.2414,1.94,25,100,3.95,KP,1702190490
564,beira,-19.8436,34.8389,29.05,74,75,1.03,MZ,1702190490
565,alto araguaia,-17.3147,-53.2153,22.27,75,9,2.65,BR,1702190490
566,roanoke rapids,36.4615,-77.6542,16.49,100,75,2.57,US,1702190250
567,kingston,17.997,-76.7936,26.53,80,40,1.03,JM,1702190490
568,al kharj,24.155,47.3346,21.32,16,13,2.03,SA,1702190491
569,saint-pierre,-21.3393,55.4781,29.55,74,0,6.69,RE,1702190491
570,lichtenburg,-26.152,26.1597,19.91,66,100,4.85,ZA,1702190491
571,luena,-11.7833,19.9167,23.1,68,39,1.48,AO,1702190491
572,chernyshevskiy,63.0128,112.4714,-28.56,97,100,2.2,RU,1702190491
573,kruisfontein,-34.0033,24.7314,17.16,64,31,3.03,ZA,1702190491
574,tazacorte,28.629,-17.9293,18.54,90,0,4.12,ES,1702190491
575,almyros,39.1822,22.7594,7.39,81,0,2.06,GR,1702190492
576,qianzhou,28.3167,109.7167,15.0,92,100,3.51,CN,1702190492
577,igarape miri,-1.975,-48.9597,24.03,92,20,1.28,BR,1702190492
578,iquique,-20.2208,-70.1431,17.82,77,100,1.01,CL,1702190492
579,glasgow,55.8652,-4.2576,7.89,88,20,6.17,GB,1702190492
580,hafar al-batin,28.4328,45.9708,18.32,36,0,2.06,SA,1702190492
581,newman,37.3138,-121.0208,6.83,49,42,0.93,US,1702190492
582,pizarro,4.9533,-77.366,25.69,92,41,2.59,CO,1702190492
583,eket,4.6412,7.9209,26.8,82,10,1.18,NG,1702190492
584,kamba,11.8486,3.6576,21.85,15,50,2.42,NG,1702190493
585,dapa,9.7594,126.0531,28.49,75,85,3.58,PH,1702190493
586,dali,25.7,100.1833,16.63,43,1,3.63,CN,1702190493
587,haiku-pauwela,20.9219,-156.3051,25.84,78,0,6.69,US,1702190493
588,daru,-9.0763,143.2092,29.0,70,10,4.5,PG,1702190493
589,uglegorsk,49.0833,142.0333,-12.45,81,100,6.65,RU,1702190493
590,bhit shah,25.8044,68.4927,27.11,24,87,2.04,PK,1702190493
591,bandarbeyla,9.4942,50.8122,27.41,67,61,9.16,SO,1702190493
592,aconibe,1.2968,10.9369,22.33,93,100,0.97,GQ,1702190494
593,gorakhpur,29.45,75.6833,24.24,15,2,4.28,IN,1702190267
594,maur,30.0833,75.25,23.88,15,0,3.74,IN,1702190494
